"","THP1_0H","THP1_0H_2","THP1_0H_3","THP1_16H","THP1_16H_2","THP1_16H_3"
"FAM165B",257,253,229,77,97,68
"LOC388820",2,0,4,2,3,0
"KCNE1",32,24,57,232,234,243
"RCAN1",512,496,565,5718,6502,6225
"LOC100506369",0,0,1,0,0,0
"CLIC6",66,57,74,133,155,159
"LINC00160",0,3,0,0,0,0
"LOC100506385",78,102,91,23,32,38
"RUNX1",9319,9068,8744,4392,4585,5025
"C21orf96",5,3,8,2,5,1
"LOC100506403",1,0,4,0,0,0
"MIR802",0,0,0,0,0,0
"SETD4",655,655,738,380,456,411
"LOC100133286",2,4,0,2,5,1
"CBR1",326,345,364,495,476,461
"LOC100506428",77,75,56,32,39,54
"CBR3",25,26,28,48,57,51
"DOPEY2",1857,1934,1899,459,492,520
"MORC3",1543,1132,1573,2144,2409,2455
"CHAF1B",1109,1061,947,739,834,750
"CLDN14",0,1,0,0,0,0
"SIM2",17,4,7,4,4,2
"HLCS",708,731,696,185,254,243
"DSCR6",9,8,3,1,1,3
"PIGP",440,422,486,178,188,170
"TTC3",3607,2298,4493,812,957,963
"DSCR9",3,7,0,2,2,2
"DSCR3",1319,1380,1524,1375,1559,1494
"DYRK1A",3103,2986,2880,2873,3283,3414
"KCNJ6",0,0,0,0,0,0
"DSCR4",0,0,0,0,0,0
"DSCR8",0,0,0,0,0,0
"DSCR10",0,0,0,0,0,0
"KCNJ15",46,29,21,33,39,29
"ERG",37,37,17,1,0,0
"LINC00114",3,2,3,8,19,16
"ETS2",1849,1941,1797,4153,4849,4648
"FLJ45139",11,3,18,9,14,14
"LOC100506471",112,103,104,107,105,96
"PSMG1",838,866,830,369,389,336
"BRWD1",3108,2057,3638,1619,1787,1840
"LOC100652972",0,0,0,0,0,1
"BRWD1-IT2",0,1,0,0,0,0
"HMGN1",12122,11480,12018,5279,5903,5705
"WRB",444,426,513,50,77,56
"LCA5L",8,10,13,2,6,3
"SH3BGR",55,47,62,18,20,6
"C21orf88",0,0,0,0,0,0
"B3GALT5",0,0,0,0,0,1
"IGSF5",0,0,0,0,0,0
"PCP4",0,0,0,0,0,0
"DSCAM",0,0,0,1,0,0
"MIR4760",0,0,0,0,0,0
"DSCAM-AS1",0,0,0,0,0,0
"LINC00323",0,0,0,0,0,0
"MIR3197",0,0,0,0,0,0
"BACE2",4,3,8,12,17,25
"PLAC4",0,0,0,2,3,4
"FAM3B",0,0,0,33,35,35
"MX2",994,1063,1132,50542,56355,54672
"MX1",327,310,322,108447,119303,113279
"TMPRSS2",0,0,0,3,5,0
"LINC00111",0,0,0,0,0,0
"LINC00479",0,0,0,0,0,0
"LINC00112",0,0,0,0,0,0
"RIPK4",1,1,0,0,0,0
"PRDM15",921,893,764,673,709,689
"C2CD2",799,751,748,402,452,432
"ZNF295",604,399,754,1004,1171,1196
"ZNF295-AS1",0,0,0,0,0,0
"UMODL1",0,1,3,0,0,1
"C21orf128",0,0,0,0,0,0
"ABCG1",71,86,242,384,342,373
"TFF3",0,0,0,2,0,0
"TFF2",0,0,0,0,0,0
"TFF1",0,0,0,0,0,0
"TMPRSS3",1,1,0,0,0,1
"UBASH3A",3,0,0,1,1,4
"RSPH1",1,3,1,0,0,0
"SLC37A1",513,533,481,449,515,481
"PDE9A",100,126,223,64,56,49
"WDR4",713,672,577,415,427,442
"NDUFV3",1598,1629,1510,933,1154,1099
"PKNOX1",858,853,803,432,437,488
"CBS",2550,2848,3667,1101,1121,1117
"U2AF1",3824,3794,3639,2921,3221,2952
"LOC100288336",0,0,0,0,0,0
"CRYAA",0,0,0,1,0,0
"LINC00322",0,0,0,0,0,1
"LOC100505974",0,0,0,0,0,0
"FLJ41733",0,0,0,0,0,0
"SIK1",419,368,464,1279,1371,1291
"LINC00319",3,1,8,0,0,0
"LINC00313",5,2,5,2,2,1
"LOC100506021",0,0,2,0,0,0
"HSF2BP",65,85,78,20,30,21
"RRP1B",2239,2235,1951,1503,1704,1714
"PDXK",3565,3781,4253,3249,3238,3359
"CSTB",2579,2524,2554,3574,4018,3706
"RRP1",1607,1737,1476,756,777,750
"LOC284837",592,509,642,118,118,158
"AGPAT3",5870,6031,5662,6031,6274,6322
"TRAPPC10",2675,2727,2749,3024,3302,3385
"PWP2",1672,1605,1459,610,597,608
"C21orf33",1906,2040,2232,648,605,584
"ICOSLG",363,429,354,1728,1769,1846
"DNMT3L",8,6,6,13,15,13
"AIRE",0,2,0,3,3,2
"PFKL",7076,7352,6631,6051,5768,5700
"C21orf2",734,742,759,691,700,685
"TRPM2",7860,8395,8825,7194,7351,7355
"LRRC3",183,212,153,103,89,93
"C21orf30",164,182,123,66,76,95
"LOC100505727",98,105,107,36,38,38
"TSPEAR",78,100,87,14,13,17
"C21orf90",100,77,117,10,11,10
"KRTAP10-1",0,0,0,0,0,0
"KRTAP10-2",2,0,2,0,0,0
"KRTAP10-3",0,0,0,0,0,0
"KRTAP10-4",0,0,0,0,0,0
"KRTAP10-5",0,0,0,0,0,0
"KRTAP10-6",0,0,0,0,0,0
"KRTAP10-7",0,0,0,0,0,0
"KRTAP10-8",0,0,0,0,0,0
"KRTAP10-9",0,0,0,0,0,0
"KRTAP10-10",0,0,0,0,0,0
"KRTAP10-11",0,0,0,0,0,0
"KRTAP12-4",0,0,0,0,0,0
"KRTAP12-3",0,0,0,0,0,0
"KRTAP12-2",0,0,0,0,0,0
"KRTAP12-1",0,0,0,0,0,0
"KRTAP10-12",0,0,0,0,0,0
"UBE2G2",4374,4484,4379,2271,2626,2706
"SUMO3",7835,8391,7577,3602,3931,3982
"PTTG1IP",5240,5378,5067,3714,3996,3709
"ITGB2",43858,45516,58296,40410,41732,40400
"LOC100505746",957,926,1322,887,934,989
"C21orf67",261,290,319,344,352,351
"FAM207A",539,555,504,254,304,236
"LINC00163",0,0,0,1,0,0
"LINC00162",0,0,0,0,0,0
"SSR4P1",61,71,71,26,31,20
"ADARB1",533,578,631,934,1001,1065
"POFUT2",875,958,861,590,715,649
"LOC642852",1614,1696,1615,256,284,297
"LINC00315",0,0,0,0,0,0
"LINC00316",0,0,0,0,0,0
"LOC100505827",0,0,0,0,0,0
"COL18A1",1558,1588,1670,344,345,308
"COL18A1-AS1",0,1,0,2,0,0
"SLC19A1",1782,1943,1733,246,231,243
"LOC100129027",4,6,4,4,0,2
"PCBP3",143,146,182,31,46,34
"COL6A1",1567,1542,1729,5089,5273,5121
"LOC100652958",0,0,0,0,0,0
"COL6A2",927,860,921,2276,2252,2195
"FTCD",5,9,10,2,1,0
"C21orf56",370,318,325,64,46,65
"LSS",3778,3901,3382,1833,1951,1918
"MCM3AP-AS1",371,342,396,60,65,52
"MCM3AP",4642,4867,4472,4986,5618,5308
"YBEY",175,159,164,112,139,124
"C21orf58",1697,1791,1506,451,534,470
"PCNT",4275,4169,3746,2051,2090,2161
"DIP2A",1563,1732,1663,770,812,837
"S100B",40,34,38,5,1,0
"PRMT2",2838,2695,3414,1299,1486,1483
"LOC400879",156,139,177,96,88,99
"POTEH",0,0,0,0,0,0
"OR11H1",0,0,0,0,0,0
"CCT8L2",0,0,0,1,2,1
"psiTPTE22",20,12,8,8,7,4
"ANKRD62P1-PARP4P3",0,1,2,0,1,1
"XKR3",0,0,0,0,0,0
"HSFY1P1",0,0,0,0,0,0
"GAB4",0,0,0,0,0,0
"CECR7",220,198,253,101,89,104
"IL17RA",9019,9323,8626,15662,16616,17206
"CECR6",904,914,716,1743,1744,1883
"CECR5",1280,1392,1324,714,721,663
"CECR5-AS1",4,7,1,0,1,1
"CECR1",1944,1833,2685,1776,1912,1926
"CECR3",0,0,0,1,4,6
"CECR2",80,80,68,142,154,137
"SLC25A18",22,32,27,37,38,34
"ATP6V1E1",2743,2713,2938,3403,3663,3274
"BCL2L13",2950,2924,2925,3496,3707,3605
"BID",1595,1658,1556,3123,3269,3011
"MIR3198-1",1,1,2,1,0,2
"C22orf37",176,162,157,212,214,217
"MICAL3",1797,1743,1680,895,950,982
"LOC100506240",28,31,35,10,15,15
"MIR648",0,0,0,0,0,0
"FLJ41941",0,0,0,0,0,0
"PEX26",1740,1815,1704,1448,1494,1505
"TUBA8",132,134,152,136,142,146
"LOC100506285",0,0,0,21,26,20
"USP18",96,91,90,13843,15073,13859
"LOC100652750",77,53,93,61,37,33
"LOC642643",97,130,138,69,76,76
"GGT3P",78,86,117,49,41,48
"LOC100132900",1,0,1,0,0,0
"LOC727983",0,0,1,0,0,1
"LOC100287541",7,0,4,1,2,2
"DGCR6",222,245,244,170,123,101
"PRODH",20,23,28,96,119,126
"DGCR5",13,18,8,6,7,3
"LOC100287576",0,0,0,2,0,0
"LOC100506454",0,0,0,0,0,0
"DGCR9",1,0,2,0,0,2
"DGCR10",0,0,0,2,0,0
"DGCR2",2730,2822,2702,1641,1585,1684
"DGCR11",53,40,55,37,25,35
"DGCR14",825,929,892,676,740,673
"TSSK2",0,0,0,0,0,0
"GSC2",0,2,1,0,0,0
"LOC100652736",58,56,43,6,4,4
"SLC25A1",4815,4916,4268,1218,1311,1142
"CLTCL1",6027,6084,5958,251,291,277
"HIRA",2579,2761,2537,4608,4877,5003
"MRPL40",610,589,602,1158,1384,1161
"C22orf39",875,921,830,524,499,479
"LOC100506503",5,9,6,4,2,7
"UFD1L",1114,1181,1069,1049,1292,1205
"CDC45",1572,1706,1493,1319,1388,1431
"CLDN5",2,1,1,3,3,3
"LOC150185",0,0,0,0,0,0
"SEPT5",10,7,5,3,0,1
"SEPT5-GP1BB",24,20,34,0,2,0
"GP1BB",0,0,0,0,0,0
"TBX1",221,228,171,394,405,441
"GNB1L",124,106,92,37,29,35
"C22orf29",1639,1581,1524,482,438,419
"TXNRD2",830,863,918,470,432,380
"COMT",7964,8590,8128,5473,5365,5065
"MIR4761",1,1,3,0,0,1
"ARVCF",64,61,64,8,8,10
"C22orf25",1126,1268,1188,600,672,712
"MIR185",0,0,0,0,0,0
"DGCR8",2459,2419,2412,2116,2280,2278
"MIR3618",0,0,0,0,0,0
"MIR1306",0,0,0,0,0,0
"TRMT2A",3020,3141,3106,1561,1635,1459
"RANBP1",4557,4747,4323,2414,2694,2522
"ZDHHC8",2128,2201,2516,1070,983,1082
"LOC388849",80,81,151,7,23,8
"LOC284865",64,75,68,17,10,18
"LOC150197",12,10,1,0,3,0
"RTN4R",63,68,48,40,25,23
"LOC100652746",1,0,0,0,0,0
"MIR1286",1,4,3,0,0,0
"DGCR6L",934,1079,1068,615,533,484
"LOC729444",88,98,137,67,74,67
"TMEM191B",61,45,62,72,64,53
"PI4KAP1",3482,3325,4360,1808,1873,2060
"LOC100506613",444,461,561,143,201,179
"RIMBP3",1174,1251,988,270,342,319
"LOC729461",86,95,108,61,64,60
"USP41",61,51,53,2468,2594,2324
"ZNF74",529,531,528,150,158,161
"SCARF2",100,92,104,23,27,26
"KLHL22",800,866,832,567,619,558
"MED15",4871,5023,4783,7603,7748,8371
"POM121L4P",0,1,0,0,0,0
"TMEM191A",45,34,54,151,156,131
"PI4KA",6539,6597,7153,6673,7277,7321
"SERPIND1",5,1,1,2417,2759,2646
"SNAP29",1625,1579,1557,1400,1519,1532
"CRKL",4704,5005,4499,6421,7087,7105
"AIFM3",795,766,762,132,146,146
"LZTR1",2143,2287,2192,1360,1345,1299
"THAP7",863,883,896,406,425,424
"FLJ39582",48,53,71,7,15,16
"MGC16703",6,2,3,0,0,1
"P2RX6",6,9,6,0,0,0
"SLC7A4",0,1,0,0,0,0
"MIR649",0,0,0,0,0,0
"P2RX6P",0,0,0,0,0,0
"LOC400891",1,0,1,4,2,0
"BCRP2",33,29,36,8,7,8
"LOC284861",176,215,214,110,95,124
"GGT2",97,99,134,52,57,57
"LOC100132705",1,0,1,0,0,0
"POM121L8P",54,49,52,12,11,14
"RIMBP3B",1060,1188,910,245,304,293
"HIC2",1310,1331,1417,556,595,633
"TMEM191C",68,46,72,70,64,52
"PI4KAP2",3490,3390,4243,2038,2086,2218
"RIMBP3C",1030,1115,852,228,287,287
"UBE2L3",4384,4340,4020,4475,5229,4835
"YDJC",1454,1580,1692,442,431,434
"CCDC116",23,15,18,8,10,11
"SDF2L1",606,631,552,511,495,471
"MIR301B",0,0,0,0,0,0
"MIR130B",5,0,0,0,0,0
"PPIL2",2951,3131,2879,1592,1714,1889
"YPEL1",99,86,83,41,40,51
"MAPK1",4682,4667,4203,2995,3223,3290
"PPM1F",2173,2162,2285,1314,1319,1203
"LOC100286925",293,257,269,55,72,55
"TOP3B",1337,1206,1253,1054,1113,1130
"PRAMEL",1,3,3,0,0,0
"VPREB1",0,0,0,0,0,0
"LOC96610",711,742,911,810,948,935
"ZNF280B",186,146,179,85,91,96
"ZNF280A",59,41,43,14,22,28
"PRAME",2625,2629,3232,2319,2550,2578
"LOC648691",0,2,9,1,0,0
"POM121L1P",51,47,47,10,11,21
"GGTLC2",264,341,391,203,170,167
"IGLL5",0,0,1,64,39,54
"RTDR1",0,0,1,0,0,0
"GNAZ",68,77,71,19,23,27
"RAB36",46,51,51,1,3,1
"BCR",2006,2142,1929,597,629,633
"FBXW4P1",21,24,24,7,9,8
"CES5AP1",0,0,0,0,0,0
"ZDHHC8P1",0,1,0,0,0,0
"LOC388882",0,1,1,0,0,3
"IGLL1",0,4,1,2,0,0
"C22orf43",23,16,22,9,11,10
"GUSBP11",1187,1214,1435,737,840,831
"RGL4",910,845,1074,531,602,605
"ZNF70",393,443,374,144,144,181
"VPREB3",0,1,2,3,0,2
"C22orf15",3,3,3,0,5,0
"CHCHD10",763,826,874,186,199,218
"MMP11",27,15,23,1,4,1
"SMARCB1",2167,2324,2054,1419,1515,1488
"DERL3",265,310,185,55,44,54
"SLC2A11",224,219,251,38,49,50
"LOC284889",122,119,134,81,92,80
"MIF",0,0,0,0,0,0
"LOC100652871",0,0,0,0,0,0
"GSTT2B",11,5,9,6,3,4
"DDTL",709,752,734,291,232,257
"DDT",916,959,904,376,302,305
"GSTT2",12,7,12,6,4,10
"GSTTP1",0,0,0,0,0,0
"LOC391322",10,16,14,6,10,11
"GSTT1",2,1,0,1,2,1
"GSTTP2",0,0,0,0,0,0
"CABIN1",3405,3579,3202,1067,1087,1140
"LOC100652894",0,0,0,1,1,0
"SUSD2",2,4,0,4,3,2
"GGT5",11,6,7,15,17,21
"POM121L9P",32,18,23,7,1,9
"SPECC1L",2407,2395,2479,1437,1660,1570
"ADORA2A",14,19,26,84,108,105
"C22orf45",7,3,4,6,8,10
"UPB1",9,8,3,11,15,7
"C22orf13",4549,4737,4274,3666,3932,3934
"SNRPD3",3963,3865,3670,1790,1976,1993
"GGT1",2846,2918,3339,1701,1688,1558
"C22orf36",98,99,102,19,20,12
"BCRP3",36,32,42,37,55,47
"POM121L10P",35,24,34,10,6,15
"PIWIL3",0,0,0,0,0,0
"TOP1P2",1,3,3,2,4,2
"SGSM1",1,6,0,0,0,0
"TMEM211",0,0,0,0,0,0
"KIAA1671",6,2,4,49,75,80
"LOC100128531",0,1,0,0,0,0
"CRYBB3",0,0,0,0,0,0
"CRYBB2",30,28,31,7,15,9
"IGLL3P",2,2,1,0,0,1
"LOC100652901",2,2,2,1,2,1
"LRP5L",124,122,106,103,96,98
"CRYBB2P1",460,482,469,391,440,355
"LOC100507580",24,26,23,14,8,13
"ADRBK2",1662,1624,1775,1087,1331,1370
"MYO18B",0,0,0,0,0,0
"SEZ6L",0,0,0,1,1,0
"ASPHD2",125,118,131,1328,1459,1330
"HPS4",2834,3000,2718,560,663,624
"SRRD",632,634,554,348,343,329
"TFIP11",1688,1738,1623,1168,1476,1348
"LOC100507599",42,47,32,4,4,8
"TPST2",1375,1450,1820,1240,1280,1195
"MIR548J",0,0,0,0,0,0
"CRYBB1",180,178,184,56,55,48
"CRYBA4",2,4,3,0,1,1
"MIAT",52,56,66,39,54,53
"LOC100507657",0,0,0,0,0,0
"MN1",21,24,35,58,42,55
"LOC100507669",0,0,0,0,0,0
"PITPNB",2303,2064,2221,2008,2307,2246
"TTC28-AS1",239,220,248,189,233,200
"MIR3199-1",0,0,0,0,0,0
"MIR3199-2",0,0,0,0,0,0
"TTC28",900,884,863,5462,5808,6076
"CHEK2",1101,1023,977,4007,4329,4145
"HSCB",134,140,115,1662,1851,1695
"CCDC117",861,878,849,2049,2296,2428
"XBP1",3524,3685,4264,13613,14943,13430
"ZNRF3",593,602,527,199,228,250
"C22orf31",0,0,0,0,0,0
"KREMEN1",352,321,395,616,631,656
"EMID1",86,115,119,156,140,121
"RHBDD3",742,739,807,877,799,825
"EWSR1",14612,14454,12794,13528,14685,15127
"GAS2L1",199,216,209,131,102,140
"RASL10A",3,7,18,13,17,11
"AP1B1",5494,5681,4996,5870,6265,5986
"SNORD125",16,21,15,18,11,11
"RFPL1-AS1",282,245,357,78,95,67
"RFPL1",1,2,2,0,0,1
"NEFH",1957,1920,1488,592,559,631
"THOC5",1101,1198,1127,829,961,867
"NIPSNAP1",1410,1472,1458,412,442,400
"NF2",2028,2140,2048,1301,1456,1440
"CABP7",4,1,9,3,10,8
"ZMAT5",257,252,238,190,175,161
"UQCR10",1966,2062,1923,1176,1313,1125
"ASCC2",3455,3520,3022,2383,2475,2547
"MTMR3",2469,2423,2538,1975,2093,2005
"HORMAD2",4,4,7,1,1,3
"LIF",8,10,5,64,69,70
"OSM",37,29,17,87,99,110
"GATSL3",57,49,58,14,11,9
"TBC1D10A",162,134,157,82,83,75
"SF3A1",6755,6862,5485,4053,4337,4443
"CCDC157",90,89,86,33,48,43
"KIAA1656",3,4,6,1,1,3
"RNF215",231,211,258,80,57,55
"SEC14L2",73,37,62,29,19,13
"MTFP1",309,296,260,175,188,165
"LOC646513",3,4,3,2,3,1
"SEC14L3",0,0,0,0,0,2
"SDC4P",0,0,0,0,0,0
"SEC14L4",0,0,0,1,0,0
"SEC14L6",0,0,0,0,0,0
"GAL3ST1",0,3,4,1,0,2
"PES1",3650,3856,3185,1677,1900,1838
"TCN2",32,44,32,819,953,780
"SLC35E4",8,7,7,72,58,79
"LOC100506075",32,13,18,19,28,24
"DUSP18",150,175,119,125,179,163
"OSBP2",66,90,99,18,21,30
"MIR3200",0,0,0,0,0,0
"MORC2-AS1",200,164,185,46,47,58
"MORC2",3782,3741,3802,1377,1506,1579
"TUG1",13476,10707,13736,9401,10983,10939
"SMTN",896,869,643,169,168,187
"LOC100652925",39,24,33,12,7,8
"SELM",13,12,16,13,10,10
"INPP5J",7,18,18,1,2,5
"PLA2G3",0,0,0,0,0,0
"MIR3928",0,0,0,0,0,0
"RNF185",893,913,905,1192,1331,1257
"LIMK2",1000,1015,1010,1154,1289,1207
"PIK3IP1",72,80,97,15,31,20
"PATZ1",2613,2705,2470,663,696,676
"MGC15705",53,65,55,18,24,17
"FLJ20464",61,72,78,7,8,3
"DRG1",1565,1722,1478,1084,1194,1086
"EIF4ENIF1",1567,1542,1496,952,1103,1086
"SFI1",959,1033,1126,751,828,861
"PISD",1919,1955,1980,1246,1270,1272
"PRR14L",5128,4152,5785,5103,5802,5688
"DEPDC5",1140,1192,1114,701,786,719
"C22orf24",5,12,10,1,7,2
"YWHAH",3624,3540,3057,2250,2438,2550
"SLC5A1",0,0,0,0,0,0
"AP1B1P1",0,0,0,0,0,0
"C22orf42",3,0,4,1,1,0
"RFPL2",3,3,4,10,8,12
"SLC5A4",1,0,0,41,49,38
"RFPL3",0,0,1,1,0,1
"RFPL3-AS1",13,16,15,72,96,108
"LOC339666",27,25,21,166,137,162
"C22orf28",2350,2351,2233,9360,10460,9599
"BPIFC",0,0,0,0,0,0
"FBXO7",2818,2879,2776,3878,4373,4130
"SYN3",42,35,33,12,10,16
"TIMP3",5463,5638,6332,2657,3060,2979
"LOC100652760",0,0,0,0,0,0
"LARGE",16,9,20,26,28,30
"MIR4764",0,0,0,0,0,0
"LOC100506195",0,0,0,0,0,0
"ISX",0,0,0,0,0,0
"HMGXB4",1494,1511,1426,1288,1467,1492
"TOM1",559,624,782,1830,1873,1898
"MIR3909",0,0,1,1,5,2
"HMOX1",27,33,36,5632,5842,5541
"MCM5",5841,6006,5283,4520,4516,4253
"RASD2",21,20,32,0,0,1
"MB",4,1,2,5,1,3
"APOL6",2568,2399,3439,33286,38277,37124
"APOL5",0,0,0,0,1,0
"RBFOX2",1012,961,1044,399,430,438
"LOC100652763",0,0,0,0,0,0
"APOL3",87,55,79,1990,2290,2157
"APOL4",1,1,2,35,43,32
"APOL2",346,302,300,5836,6575,6520
"APOL1",543,516,580,10113,11246,10750
"MYH9",52329,53952,50817,42521,44531,45043
"TXN2",3030,3180,2920,1653,1808,1673
"FOXRED2",1560,1724,1385,329,394,358
"EIF3D",11235,12159,11482,5918,6400,6022
"CACNG2",1,0,0,0,0,0
"IFT27",260,298,275,70,82,87
"PVALB",0,0,0,0,0,0
"NCF4",5626,5773,6836,6671,6632,6714
"CSF2RB",1963,2045,1996,6385,6435,6628
"LOC100506241",0,0,0,0,0,1
"C22orf33",0,0,0,0,0,0
"TST",525,556,594,160,149,131
"MPST",923,1023,1250,230,221,204
"KCTD17",291,293,323,144,147,167
"TMPRSS6",6,8,11,4,3,4
"IL2RB",42,28,28,22,33,25
"C1QTNF6",119,139,168,30,18,30
"SSTR3",0,1,1,1,1,1
"RAC2",16397,16734,17204,6321,6531,6609
"CYTH4",4677,4951,4919,7262,7548,7393
"LOC100506271",0,0,0,0,0,0
"ELFN2",76,100,82,1,0,1
"MFNG",1455,1608,1653,366,380,401
"CARD10",37,58,42,50,50,40
"CDC42EP1",540,550,787,399,389,446
"LGALS2",5,17,14,1,12,7
"LOC100652769",0,0,0,0,0,0
"GGA1",1581,1587,1684,1045,1048,1013
"SH3BP1",2616,2708,3185,4804,4798,4959
"PDXP",926,1040,934,414,448,371
"LGALS1",13191,14777,15124,14475,14314,11974
"NOL12",1011,988,1000,626,587,550
"TRIOBP",2841,3104,2911,2776,2999,2869
"H1F0",9406,9412,9000,17828,19539,19404
"GCAT",251,316,311,31,47,26
"GALR3",33,18,28,4,2,2
"ANKRD54",721,734,687,164,187,183
"MIR658",0,0,1,0,0,0
"MIR659",5,6,4,3,1,3
"EIF3L",13848,14535,16035,3697,4035,3799
"MICALL1",1085,1215,1016,2138,2057,2093
"C22orf23",181,182,202,322,302,337
"POLR2F",1037,1061,981,442,446,451
"SOX10",3,2,4,1,0,4
"LOC100131530",13,14,15,5,7,3
"MIR4534",2,0,5,1,0,0
"PICK1",436,472,546,262,255,289
"SLC16A8",150,173,261,49,43,65
"BAIAP2L2",99,107,130,41,43,41
"PLA2G6",422,505,510,246,259,264
"MAFF",25,16,26,882,916,871
"TMEM184B",1344,1325,1396,1034,1097,1137
"CSNK1E",2669,2876,2931,1411,1585,1573
"LOC400927",64,57,77,22,21,23
"KCNJ4",4,0,0,2,0,1
"KDELR3",96,122,108,19,37,38
"DDX17",23845,23313,23065,20304,23032,23157
"DMC1",21,16,8,10,8,10
"LOC646851",17,30,31,4,9,2
"CBY1",244,251,270,43,70,50
"TOMM22",2100,2228,2060,873,965,859
"JOSD1",1195,1248,1187,2172,2415,2202
"GTPBP1",2402,2450,2261,12805,13646,13694
"SUN2",13229,13759,12856,7658,7779,8040
"DNAL4",257,241,225,70,62,83
"NPTXR",555,592,591,383,411,421
"LOC100506361",0,0,0,0,0,0
"CBX6",2462,2618,3254,3382,3319,3565
"APOBEC3A",63,76,68,5749,6491,5963
"APOBEC3B",753,815,628,2539,2685,2644
"APOBEC3C",1245,1335,1100,1045,1141,1177
"APOBEC3D",117,136,87,232,243,202
"APOBEC3F",360,368,336,2219,2575,2642
"APOBEC3G",683,693,730,5971,6654,6243
"APOBEC3H",17,18,17,78,88,74
"CBX7",658,678,726,161,176,165
"FLJ23865",3,1,7,28,48,34
"PDGFB",0,1,0,2,5,9
"RPL3",56230,60611,65721,13138,13764,12694
"SNORD83B",20,14,11,10,10,14
"SNORD83A",18,16,20,10,12,2
"RNU86",27,43,21,15,16,7
"SNORD43",6,2,2,3,3,4
"SYNGR1",485,518,679,109,106,110
"TAB1",1572,1635,1544,634,623,655
"LOC100506472",76,73,62,16,24,24
"MGAT3",8,7,10,19,16,21
"SMCR7L",3659,3739,3600,1862,2044,1892
"ATF4",13431,13634,18269,15657,17500,16700
"RPS19BP1",1154,1249,1146,1017,1108,941
"CACNA1I",0,0,0,110,88,97
"ENTHD1",0,0,0,0,0,0
"GRAP2",0,1,0,0,0,0
"FAM83F",0,0,0,2,0,1
"LOC100130899",0,0,0,0,0,0
"TNRC6B",1988,1689,2135,1515,1744,1736
"ADSL",2624,2907,2648,909,1015,881
"SGSM3",2411,2550,2399,1257,1242,1183
"MKL1",7269,7354,6986,6144,6069,6522
"MCHR1",8,8,7,0,2,2
"SLC25A17",440,449,441,227,258,245
"LOC100652788",0,1,1,1,1,0
"MIR4766",2,0,1,0,0,1
"ST13",9485,9050,9112,3456,3864,3712
"XPNPEP3",831,749,823,381,419,398
"DNAJB7",5,1,2,1,1,0
"RBX1",882,881,878,946,931,885
"MIR1281",36,27,44,45,27,56
"EP300",9128,9039,8134,7981,9259,9383
"L3MBTL2",1766,1805,1515,980,1109,988
"LOC100506544",92,98,82,811,948,908
"CHADL",39,35,41,7,6,10
"RANGAP1",4238,4328,3469,4398,4590,4393
"ZC3H7B",5375,5535,5076,6919,7094,7410
"TEF",724,706,818,251,284,249
"TOB2",2667,2854,2698,2123,2481,2453
"PHF5A",1144,1230,1149,786,795,794
"ACO2",2696,2883,2429,1745,1850,1766
"POLR3H",1935,2098,1792,538,574,519
"CSDC2",0,2,0,0,1,1
"PMM1",530,630,606,181,178,188
"PPPDE2",2060,2039,2014,1500,1680,1495
"XRCC6",15748,16171,13934,10052,11687,10414
"NHP2L1",3279,3360,3069,1242,1417,1254
"LOC100506562",139,128,129,94,99,83
"C22orf46",2164,1924,2022,1047,1111,1164
"MEI1",207,200,249,127,123,110
"CCDC134",277,305,222,406,428,459
"SREBF2",17058,17804,17172,12927,13634,13751
"MIR33A",0,0,0,1,0,1
"SHISA8",15,12,9,4,7,5
"MIR378I",4,8,4,1,1,3
"TNFRSF13C",19,15,17,7,1,9
"CENPM",495,560,425,195,186,171
"BK250D10.8",8,11,10,3,3,1
"SEPT3",1023,1083,1028,462,538,475
"WBP2NL",19,23,27,8,9,6
"NAGA",5784,5833,4665,2518,2905,2712
"FAM109B",11,9,4,5,12,4
"C22orf32",479,598,527,219,208,199
"NDUFA6",1551,1515,1558,987,1100,1013
"LOC100132273",374,374,304,180,164,143
"CYP2D6",69,62,75,70,54,62
"CYP2D7P1",72,85,116,87,81,78
"TCF20",2729,2642,2268,1843,2159,2053
"LOC388906",10,6,5,3,4,1
"LOC100134361",0,1,0,0,0,1
"NFAM1",2211,2199,2320,1738,1820,1926
"SERHL",35,34,61,14,11,12
"LOC100506662",117,103,174,57,70,61
"RRP7A",3171,3324,2833,2357,2544,2362
"SERHL2",252,275,349,122,128,127
"RRP7B",942,1052,948,508,568,539
"POLDIP3",5209,5521,4777,4647,5109,4896
"RNU12",1,2,0,0,3,0
"CYB5R3",5473,5565,5054,3777,3683,4032
"ATP5L2",0,0,1,3,3,0
"A4GALT",419,499,455,413,422,426
"ARFGAP3",1349,1269,1348,1501,1812,1746
"PACSIN2",3782,3718,3550,2773,3103,2936
"LOC100506679",10,3,8,0,0,0
"TTLL1",368,432,457,24,24,48
"BIK",374,410,360,75,71,92
"MCAT",564,566,551,113,104,93
"TSPO",4214,4608,5523,1134,1014,837
"TTLL12",4423,4714,4001,917,932,982
"SCUBE1",1375,1523,1830,163,142,149
"MPPED1",4,0,1,0,0,0
"EFCAB6",3,3,3,0,0,0
"SULT4A1",88,115,90,4,28,10
"PNPLA5",0,0,1,0,0,0
"PNPLA3",1408,1396,1582,509,470,543
"SAMM50",1246,1361,1183,467,472,465
